variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_2055	1.48E-01	1.10E-04	4.64E-01	-1.14E-01	1.55E-01	5.93E-02	
group_1141	1.48E-01	8.79E-07	2.16E-01	2.07E-01	1.67E-01	1.00E-01	
group_1016	1.48E-01	4.86E-03	5.58E-01	-7.87E-02	1.34E-01	4.74E-02	
sel26_3~~~sel26~~~sel26_1	1.48E-01	2.15E-01	9.89E-01	2.84E-03	2.05E-01	1.12E-03	
group_2047	1.42E-01	2.70E-03	8.69E-01	3.31E-02	2.01E-01	1.33E-02	
group_1327	1.42E-01	8.33E-01	9.71E-01	3.58E-03	9.70E-02	2.98E-03	
group_1209	1.42E-01	4.56E-01	4.89E-01	-6.22E-02	8.97E-02	5.60E-02	
group_1198	1.42E-01	2.70E-03	8.69E-01	3.31E-02	2.01E-01	1.33E-02	
group_1170	1.42E-01	4.56E-01	4.89E-01	-6.22E-02	8.97E-02	5.60E-02	
group_1027	1.42E-01	4.56E-01	4.89E-01	-6.22E-02	8.97E-02	5.60E-02	
group_939	1.42E-01	4.08E-04	7.24E-01	-5.50E-02	1.55E-01	2.86E-02	
group_776	1.42E-01	3.90E-01	8.71E-01	1.53E-02	9.42E-02	1.31E-02	
group_762	1.42E-01	4.08E-04	3.03E-01	-1.70E-01	1.64E-01	8.33E-02	
group_757	1.42E-01	8.33E-01	5.29E-01	-1.08E-01	1.71E-01	5.09E-02	
group_617	1.42E-01	4.08E-04	7.46E-01	-5.74E-02	1.77E-01	2.62E-02	
group_459	1.42E-01	4.56E-01	4.89E-01	-6.22E-02	8.97E-02	5.60E-02	
group_2163	1.35E-01	3.12E-01	4.22E-02	-3.63E-01	1.77E-01	1.63E-01	
group_1329	1.35E-01	3.12E-01	2.40E-01	-1.81E-01	1.54E-01	9.49E-02	
group_1294	1.35E-01	3.56E-02	7.59E-01	-5.61E-02	1.82E-01	2.48E-02	
group_1148	1.35E-01	3.12E-01	4.22E-02	-3.63E-01	1.77E-01	1.63E-01	
group_945	1.35E-01	3.12E-01	4.22E-02	-3.63E-01	1.77E-01	1.63E-01	
group_695	1.35E-01	6.42E-01	1.11E-01	-3.39E-01	2.12E-01	1.29E-01	
group_655	1.35E-01	3.12E-01	8.51E-01	-3.50E-02	1.86E-01	1.52E-02	
group_454	1.35E-01	1.37E-06	1.59E-01	2.52E-01	1.79E-01	1.14E-01	
group_2056	1.29E-01	4.53E-03	8.95E-01	2.85E-02	2.16E-01	1.07E-02	
group_1859	1.29E-01	6.84E-04	3.31E-01	1.07E-01	1.10E-01	7.85E-02	
group_1259	1.29E-01	2.25E-02	7.52E-01	5.53E-02	1.74E-01	2.56E-02	
group_1228	1.29E-01	1.06E-01	2.94E-03	-4.32E-01	1.43E-01	2.37E-01	
group_398	1.29E-01	6.84E-04	3.31E-01	1.07E-01	1.10E-01	7.85E-02	
group_1304	1.23E-01	2.36E-03	8.38E-01	2.23E-02	1.09E-01	1.65E-02	
group_961	1.23E-01	1.34E-02	5.13E-03	-3.79E-01	1.33E-01	2.24E-01	
group_1748	1.16E-01	8.10E-01	6.88E-01	4.03E-02	1.00E-01	3.25E-02	
group_1718	1.16E-01	8.10E-01	6.88E-01	4.03E-02	1.00E-01	3.25E-02	
group_1555	1.16E-01	1.13E-03	9.62E-01	1.10E-02	2.28E-01	3.90E-03	
group_1353	1.16E-01	7.32E-01	1.19E-01	-2.74E-01	1.75E-01	1.26E-01	
group_1325	1.16E-01	7.32E-01	4.81E-01	-8.65E-02	1.22E-01	5.70E-02	
group_1171	1.16E-01	5.60E-07	2.67E-01	2.05E-01	1.84E-01	8.96E-02	
group_830	1.16E-01	3.66E-02	1.32E-01	-2.22E-01	1.47E-01	1.22E-01	
group_629	1.16E-01	1.32E-01	4.78E-01	1.14E-01	1.61E-01	5.74E-02	
group_462	1.16E-01	1.32E-01	4.78E-01	1.14E-01	1.61E-01	5.74E-02	
group_233	1.16E-01	8.10E-01	5.70E-01	-1.11E-01	1.95E-01	4.59E-02	
group_2054	1.10E-01	2.20E-02	6.87E-01	8.38E-02	2.07E-01	3.26E-02	
group_1260	1.10E-01	2.20E-02	6.15E-01	1.03E-01	2.05E-01	4.07E-02	
group_1169	1.10E-01	4.85E-01	7.05E-01	3.85E-02	1.02E-01	3.06E-02	
group_823	1.10E-01	2.20E-02	6.87E-01	8.38E-02	2.07E-01	3.26E-02	
group_626	1.10E-01	4.46E-05	7.19E-01	6.70E-02	1.86E-01	2.92E-02	
group_2040	1.03E-01	2.02E-01	1.04E-01	-3.26E-01	2.00E-01	1.31E-01	
group_1917	1.03E-01	2.02E-01	1.30E-01	-3.23E-01	2.12E-01	1.22E-01	
group_955	1.03E-01	1.92E-04	1.75E-01	1.84E-01	1.35E-01	1.10E-01	
group_871	1.03E-01	5.71E-01	8.73E-01	-2.44E-02	1.53E-01	1.29E-02	
group_839	1.03E-01	2.02E-01	1.04E-01	-3.26E-01	2.00E-01	1.31E-01	
group_444	1.03E-01	2.02E-01	1.30E-01	-3.23E-01	2.12E-01	1.22E-01	
group_2202	9.68E-02	6.34E-03	1.15E-01	2.85E-01	1.80E-01	1.27E-01	
group_2170	9.68E-02	4.04E-01	3.09E-02	-4.80E-01	2.20E-01	1.73E-01	
group_2026	9.68E-02	6.69E-01	4.11E-01	-1.38E-01	1.67E-01	6.65E-02	
group_1918	9.68E-02	3.59E-02	6.14E-01	1.14E-01	2.26E-01	4.08E-02	
group_1797	9.68E-02	6.52E-05	7.88E-01	6.26E-02	2.32E-01	2.18E-02	
group_1436	9.68E-02	6.52E-05	7.88E-01	6.26E-02	2.32E-01	2.18E-02	
group_1262	9.68E-02	3.59E-02	5.55E-01	1.48E-01	2.50E-01	4.78E-02	
group_1149	9.68E-02	3.59E-02	2.22E-01	-1.86E-01	1.52E-01	9.87E-02	
group_1028	9.68E-02	6.69E-01	8.29E-01	-2.20E-02	1.02E-01	1.74E-02	
group_1002	9.68E-02	4.04E-01	3.09E-02	-4.80E-01	2.20E-01	1.73E-01	
group_926	9.68E-02	6.69E-01	4.11E-01	-1.38E-01	1.67E-01	6.65E-02	
group_564	9.68E-02	2.89E-01	1.26E-01	-1.70E-01	1.11E-01	1.23E-01	
group_473	9.68E-02	2.89E-01	1.26E-01	-1.70E-01	1.11E-01	1.23E-01	
group_175	9.68E-02	3.92E-09	4.94E-02	4.57E-01	2.31E-01	1.58E-01	
group_2167	9.03E-02	3.51E-01	1.18E-01	-3.14E-01	2.00E-01	1.26E-01	
group_2155	9.03E-02	9.44E-02	9.24E-02	2.64E-01	1.56E-01	1.36E-01	
group_2066	9.03E-02	7.12E-01	8.31E-01	-3.68E-02	1.72E-01	1.72E-02	
group_1941	9.03E-02	7.78E-01	7.60E-01	-6.38E-02	2.09E-01	2.47E-02	
group_1902	9.03E-02	9.44E-02	9.24E-02	2.64E-01	1.56E-01	1.36E-01	
group_1807	9.03E-02	7.12E-01	8.31E-01	-3.68E-02	1.72E-01	1.72E-02	
group_1765	9.03E-02	2.01E-02	3.14E-01	2.83E-01	2.80E-01	8.13E-02	
group_1723	9.03E-02	3.51E-01	1.88E-01	-1.67E-01	1.26E-01	1.06E-01	
group_1589	9.03E-02	3.51E-01	1.88E-01	-1.67E-01	1.26E-01	1.06E-01	
group_1496	9.03E-02	2.01E-02	3.14E-01	2.83E-01	2.80E-01	8.13E-02	
group_1383	9.03E-02	2.01E-02	3.14E-01	2.83E-01	2.80E-01	8.13E-02	
group_1336	9.03E-02	7.12E-01	4.27E-02	3.60E-01	1.76E-01	1.63E-01	
group_1293	9.03E-02	3.51E-01	3.17E-01	-1.32E-01	1.31E-01	8.09E-02	
group_1274	9.03E-02	3.07E-01	2.78E-02	3.28E-01	1.48E-01	1.77E-01	
group_1273	9.03E-02	3.51E-01	8.97E-01	-2.55E-02	1.97E-01	1.05E-02	
group_1060	9.03E-02	9.44E-02	1.57E-02	2.95E-01	1.21E-01	1.94E-01	
group_931	9.03E-02	7.12E-01	8.31E-01	-3.68E-02	1.72E-01	1.72E-02	
group_825	9.03E-02	3.51E-01	2.91E-01	-2.35E-01	2.21E-01	8.54E-02	
group_810	9.03E-02	7.12E-01	4.27E-02	3.60E-01	1.76E-01	1.63E-01	
group_607	9.03E-02	2.01E-02	2.54E-01	3.14E-01	2.74E-01	9.21E-02	
group_531	9.03E-02	3.51E-01	3.65E-01	-1.48E-01	1.63E-01	7.33E-02	
group_446	9.03E-02	7.78E-01	7.60E-01	-6.38E-02	2.09E-01	2.47E-02	
group_430	9.03E-02	7.78E-01	3.61E-01	-1.55E-01	1.69E-01	7.38E-02	
group_418	9.03E-02	7.12E-01	8.31E-01	-3.68E-02	1.72E-01	1.72E-02	
group_2205	8.39E-02	9.00E-01	5.20E-01	-6.99E-02	1.08E-01	5.20E-02	
group_2142	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_2115	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_2101	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_2081	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_2067	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1995	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1970	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1959	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1955	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1923	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1922	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1913	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1897	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1804	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1774	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1773	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1730	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1713	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1626	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1610	8.39E-02	5.84E-01	6.26E-01	-1.05E-01	2.14E-01	3.95E-02	
group_1546	8.39E-02	2.22E-01	7.01E-01	-9.47E-02	2.46E-01	3.11E-02	
group_1539	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_1533	8.39E-02	2.22E-01	3.21E-01	1.46E-01	1.47E-01	8.03E-02	
group_1334	8.39E-02	2.92E-09	6.64E-02	3.83E-01	2.07E-01	1.48E-01	bad-chisq
group_1196	8.39E-02	1.41E-01	1.83E-01	-2.98E-01	2.23E-01	1.08E-01	bad-chisq
group_1131	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_959	8.39E-02	9.00E-01	5.53E-01	-8.73E-02	1.47E-01	4.81E-02	
group_610	8.39E-02	5.81E-02	5.97E-01	1.53E-01	2.88E-01	4.28E-02	
group_551	8.39E-02	2.22E-01	3.21E-01	1.46E-01	1.47E-01	8.03E-02	
group_309	8.39E-02	2.22E-01	4.72E-01	-2.10E-01	2.92E-01	5.81E-02	
group_152	8.39E-02	9.00E-01	9.95E-02	3.12E-01	1.88E-01	1.33E-01	
group_2007	7.74E-02	2.31E-05	5.80E-01	9.44E-02	1.70E-01	4.48E-02	
group_1986	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1900	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
tnpB	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1717	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1692	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1575	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_1522	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1507	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1432	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1405	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_1373	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1323	7.74E-02	9.68E-01	9.70E-01	-6.93E-03	1.87E-01	3.00E-03	
group_1299	7.74E-02	1.50E-01	9.81E-01	3.54E-03	1.51E-01	1.89E-03	
fusA_2~~~fusA_1	7.74E-02	1.50E-01	9.81E-01	3.54E-03	1.51E-01	1.89E-03	
group_1105	7.74E-02	1.50E-01	9.81E-01	3.54E-03	1.51E-01	1.89E-03	
group_910	7.74E-02	5.10E-01	3.35E-02	-3.39E-01	1.58E-01	1.71E-01	
group_894	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_726	7.74E-02	8.18E-07	6.67E-01	1.08E-01	2.50E-01	3.49E-02	
group_605	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_297	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_257	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_167	7.74E-02	5.10E-01	2.80E-01	-2.00E-01	1.85E-01	8.73E-02	
group_27	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_2201	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_2171	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_2157	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_2153	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_2148	7.10E-02	2.17E-01	1.34E-01	-3.03E-01	2.01E-01	1.21E-01	bad-chisq
group_2127	7.10E-02	6.12E-01	2.26E-01	-1.66E-01	1.37E-01	9.78E-02	
group_2116	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_2057	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_2052	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_2029	7.10E-02	6.12E-01	2.26E-01	-1.66E-01	1.37E-01	9.78E-02	
group_2021	7.10E-02	6.12E-01	8.99E-01	1.45E-02	1.15E-01	1.02E-02	
group_2019	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_2011	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1948	7.10E-02	6.12E-01	8.99E-01	1.45E-02	1.15E-01	1.02E-02	
group_1942	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1914	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1903	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1863	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1845	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1827	7.10E-02	1.09E-07	2.02E-01	3.62E-01	2.82E-01	1.03E-01	bad-chisq
group_1816	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1793	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1792	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1756	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1724	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1706	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1690	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1672	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1657	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1641	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1634	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1632	7.10E-02	1.09E-07	2.02E-01	3.62E-01	2.82E-01	1.03E-01	bad-chisq
group_1616	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1611	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1586	7.10E-02	8.25E-01	8.21E-01	2.75E-02	1.22E-01	1.83E-02	
group_1578	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1510	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1356	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1355	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
dnaB_2	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1354	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1346	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1319	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1318	7.10E-02	3.43E-01	7.01E-01	-5.93E-02	1.54E-01	3.11E-02	
group_1311	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1310	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1300	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1295	7.10E-02	2.17E-01	2.27E-01	-1.89E-01	1.56E-01	9.75E-02	bad-chisq
group_1258	7.10E-02	8.25E-01	7.51E-01	-6.95E-02	2.19E-01	2.57E-02	
group_1220	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_1207	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1201	7.10E-02	6.12E-01	2.95E-02	-3.92E-01	1.78E-01	1.75E-01	
group_1151	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_1150	7.10E-02	6.12E-01	2.95E-02	-3.92E-01	1.78E-01	1.75E-01	
group_1064	7.10E-02	2.17E-01	1.34E-01	-3.03E-01	2.01E-01	1.21E-01	bad-chisq
group_1023	7.10E-02	8.25E-01	3.37E-01	-1.88E-01	1.96E-01	7.76E-02	
group_947	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
ssb_3~~~ssb_4	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_741	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_675	7.10E-02	9.40E-02	4.45E-01	2.00E-01	2.61E-01	6.19E-02	
ssp5~~~pac~~~pas	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_588	7.10E-02	6.12E-01	3.41E-01	-1.66E-01	1.74E-01	7.70E-02	
group_562	7.10E-02	1.56E-09	1.54E-02	6.49E-01	2.65E-01	1.94E-01	bad-chisq
group_530	7.10E-02	1.09E-07	2.02E-01	3.62E-01	2.82E-01	1.03E-01	bad-chisq
group_487	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_480	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
dinG_3	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
rhaR_3	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_408	7.10E-02	1.56E-09	2.53E-02	5.47E-01	2.42E-01	1.80E-01	bad-chisq
group_378	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_322	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_268	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
bca	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_117	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_91	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
smc_3	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_24	7.10E-02	2.17E-01	3.92E-01	-1.76E-01	2.06E-01	6.92E-02	bad-chisq
group_2211	6.45E-02	6.46E-07	2.13E-01	2.65E-01	2.12E-01	1.01E-01	bad-chisq
group_2117	6.45E-02	6.24E-02	1.47E-02	-5.35E-01	2.17E-01	1.96E-01	bad-chisq
group_2112	6.45E-02	9.64E-09	8.05E-02	3.20E-01	1.82E-01	1.41E-01	bad-chisq
group_2103	6.45E-02	6.77E-01	5.05E-01	-1.09E-01	1.64E-01	5.39E-02	
group_1576	6.45E-02	6.24E-02	1.84E-03	-5.88E-01	1.86E-01	2.48E-01	bad-chisq
group_1461	6.45E-02	7.31E-01	6.36E-01	-9.93E-02	2.10E-01	3.83E-02	
group_1458	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_1417	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_1409	6.45E-02	6.24E-02	1.84E-03	-5.88E-01	1.86E-01	2.48E-01	bad-chisq
group_1352	6.45E-02	2.70E-01	2.33E-02	-4.64E-01	2.03E-01	1.82E-01	bad-chisq
group_1350	6.45E-02	2.70E-01	2.33E-02	-4.64E-01	2.03E-01	1.82E-01	bad-chisq
group_1328	6.45E-02	6.77E-01	8.24E-01	-3.38E-02	1.52E-01	1.80E-02	
group_1275	6.45E-02	9.64E-09	8.86E-03	4.52E-01	1.71E-01	2.10E-01	bad-chisq
IntTn	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
group_1128	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
group_1127	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
group_1037	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_1033	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_966	6.45E-02	9.64E-09	4.64E-02	5.66E-01	2.82E-01	1.60E-01	bad-chisq
group_946	6.45E-02	7.31E-01	6.48E-01	-1.10E-01	2.40E-01	3.69E-02	
group_840	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
group_774	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
idnO_2~~~idnO_1	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_591	6.45E-02	9.64E-09	6.57E-02	5.30E-01	2.86E-01	1.48E-01	bad-chisq
uxuA	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_516	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
nag3_1~~~nag3_2~~~nag3	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_504	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
uxaC	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_212	6.45E-02	9.64E-09	4.54E-02	5.73E-01	2.84E-01	1.61E-01	bad-chisq
group_150	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_149	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_111	6.45E-02	6.77E-01	5.26E-01	-9.82E-02	1.54E-01	5.14E-02	
uidA	6.45E-02	6.77E-01	6.73E-01	-8.94E-02	2.11E-01	3.42E-02	
group_17	6.45E-02	9.64E-09	4.35E-02	6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_2156	5.81E-02	8.69E-01	3.46E-02	-3.86E-01	1.81E-01	1.70E-01	
group_2146	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
scnA_1	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_2098	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_2009	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_1990	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1966	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1911	5.81E-02	8.69E-01	8.33E-01	2.71E-02	1.29E-01	1.70E-02	
group_1888	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1868	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1843	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1831	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1789	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1780	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1779	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1769	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1747	5.81E-02	1.52E-01	7.57E-01	6.64E-02	2.14E-01	2.51E-02	bad-chisq
