variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1188	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1178	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1137	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1133	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1132	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1117	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1109	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1102	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1091	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1076	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1074	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1008	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_997	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_979	1.29E-02	4.17E-01	3.50E-01	-2.85E-01	3.04E-01	7.56E-02	bad-chisq
group_970	1.29E-02	4.17E-01	3.68E-01	-2.99E-01	3.30E-01	7.29E-02	bad-chisq
dinD	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_936	1.29E-02	3.99E-01	9.67E-01	-1.43E-02	3.45E-01	3.35E-03	bad-chisq
group_924	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_912	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_911	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_848	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_847	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_828	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
dnaA_2	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
aadK	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_780	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_735	1.29E-02	3.99E-01	9.86E-01	-6.25E-03	3.48E-01	1.45E-03	bad-chisq
group_728	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_686	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_632	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_631	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_611	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_599	1.29E-02	1.25E-02	2.06E-01	5.12E-01	4.03E-01	1.02E-01	bad-chisq
group_594	1.29E-02	3.99E-01	8.97E-01	4.36E-02	3.35E-01	1.05E-02	bad-chisq
group_578	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_572	1.29E-02	1.25E-02	1.01E-01	5.55E-01	3.37E-01	1.32E-01	bad-chisq
group_491	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
rhaR_1	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_435	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_433	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_424	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_399	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
xerC	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_372	1.29E-02	3.99E-01	8.97E-01	4.36E-02	3.35E-01	1.05E-02	bad-chisq
group_342	1.29E-02	1.25E-02	1.07E-01	5.35E-01	3.30E-01	1.30E-01	bad-chisq
group_312	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_307	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_272	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_189	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_180	1.29E-02	3.99E-01	5.20E-01	-1.97E-01	3.05E-01	5.21E-02	bad-chisq
group_81	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_79	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_73	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_67	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_37	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_29	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_13	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_4	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
