variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
resA-msrB_1~~~msrB_2-group_1156	9.74E-01	9.82E-01	1.68E-01	-3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_980-dcuS-dcuR	9.61E-01	6.48E-01	6.26E-01	1.76E-01	3.61E-01	3.94E-02	bad-chisq
dcuR-dcuS-group_573	3.87E-02	6.48E-01	6.26E-01	-1.76E-01	3.61E-01	3.94E-02	bad-chisq
group_1610-ugpE_2-group_195	8.39E-02	5.84E-01	6.26E-01	-1.05E-01	2.14E-01	3.95E-02	
group_195-ugpE_2-group_758	9.16E-01	5.84E-01	6.26E-01	1.05E-01	2.14E-01	3.95E-02	
group_201-group_982-group_1159	6.06E-01	4.15E-06	3.10E-01	-1.11E-01	1.09E-01	8.21E-02	
group_1159-group_982-group_1160	1.10E-01	4.85E-01	1.14E-01	-2.50E-01	1.57E-01	1.27E-01	
group_695-purK-purE	1.35E-01	6.42E-01	1.11E-01	-3.39E-01	2.12E-01	1.29E-01	
group_233-purK-purE	1.16E-01	8.10E-01	5.70E-01	-1.11E-01	1.95E-01	4.59E-02	
group_577-purK-purE	5.55E-01	2.47E-01	8.60E-02	1.52E-01	8.79E-02	1.38E-01	
group_212-purK-purE	6.45E-02	9.64E-09	4.54E-02	5.73E-01	2.84E-01	1.61E-01	bad-chisq
group_218-group_984-group_994	5.87E-01	4.15E-04	4.35E-01	-8.60E-02	1.10E-01	6.31E-02	
group_218-group_984-group_1161	1.94E-02	8.66E-02	3.82E-01	2.80E-01	3.19E-01	7.07E-02	bad-chisq
group_813-group_988-group_987	8.65E-01	1.37E-06	1.08E-01	-3.03E-01	1.87E-01	1.30E-01	
group_1468-group_988-group_987	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_988-group_987-group_432	9.23E-01	1.50E-01	3.79E-01	-1.84E-01	2.09E-01	7.12E-02	
group_432-group_987-group_813	7.74E-02	1.50E-01	3.79E-01	1.84E-01	2.09E-01	7.12E-02	
group_254-ide-group_740	9.03E-01	6.69E-01	2.47E-01	2.14E-01	1.84E-01	9.36E-02	
group_740-ide-group_797	3.87E-02	6.48E-01	1.29E-01	-3.37E-01	2.21E-01	1.22E-01	bad-chisq
group_740-ide-group_1380	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
lacC_1~~~lacC_2-lacB_1-lacA_1	9.61E-01	1.39E-01	8.32E-01	-4.65E-02	2.20E-01	1.71E-02	bad-chisq
lacC_1-lacB_1-lacA_1	2.58E-02	2.30E-01	8.43E-01	5.33E-02	2.69E-01	1.60E-02	bad-chisq
lacD_1~~~lacD_2-lacB_1-lacA_1	1.29E-02	3.99E-01	9.39E-01	2.59E-02	3.38E-01	6.18E-03	bad-chisq
group_1622-group_999-cadC	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_319-group_999-cadC	9.61E-01	6.09E-01	8.26E-01	-5.07E-02	2.30E-01	1.78E-02	bad-chisq
group_1585-group_999-cadC	1.29E-02	3.99E-01	7.61E-01	1.05E-01	3.43E-01	2.47E-02	bad-chisq
group_1972-group_1004-srtA	1.10E-01	9.06E-02	7.22E-01	-8.36E-02	2.35E-01	2.88E-02	
srtA-group_1004-group_503	7.55E-01	9.94E-12	2.90E-04	-5.71E-01	1.54E-01	2.87E-01	
group_407-group_1009-group_864	6.19E-01	1.94E-07	2.45E-01	-1.39E-01	1.19E-01	9.39E-02	
nudL-group_1011-xerC~~~xerC_1	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
nudL-group_1011-group_296	9.55E-01	2.48E-01	5.27E-01	-1.33E-01	2.09E-01	5.12E-02	bad-chisq
group_423-group_1012-group_557	2.26E-01	3.41E-07	4.22E-01	1.39E-01	1.73E-01	6.49E-02	
group_423-group_1012-group_558	2.58E-02	2.30E-01	8.41E-01	5.36E-02	2.67E-01	1.62E-02	bad-chisq
ybjI-group_1012-group_557	4.52E-02	7.99E-01	7.27E-01	1.03E-01	2.96E-01	2.82E-02	bad-chisq
group_430-group_1016-group_2088	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_2112-group_1016-group_433	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2112-group_1016-group_1344	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1264-group_1016-group_1344	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1389-group_1017-group_1051	7.74E-02	9.68E-01	9.09E-01	1.66E-02	1.45E-01	9.23E-03	
group_1389-group_1017-group_310	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_1389-group_1017-group_534	5.16E-02	3.81E-01	3.97E-01	2.13E-01	2.51E-01	6.85E-02	bad-chisq
group_385-group_1017-group_1051	2.13E-01	9.67E-01	3.83E-01	-9.15E-02	1.05E-01	7.06E-02	
group_1051-group_1017-group_310	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_1051-group_1017-group_534	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_310-group_1017-group_534	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_1902-group_1021-group_1166	9.03E-02	9.44E-02	9.24E-02	2.64E-01	1.56E-01	1.36E-01	
group_941-group_1021-group_1166	6.26E-01	1.61E-04	1.27E-01	-1.48E-01	9.65E-02	1.23E-01	
group_449-group_1022-group_1082	2.58E-02	9.82E-01	6.58E-01	-1.00E-01	2.26E-01	3.58E-02	bad-chisq
group_451-group_1023-group_1329	4.52E-02	5.20E-01	1.72E-01	-3.47E-01	2.53E-01	1.10E-01	bad-chisq
group_451-group_1024-kduD~~~idnO_2~~~ygcW	6.58E-01	3.06E-07	9.66E-02	-3.06E-01	1.83E-01	1.34E-01	
kduD~~~idnO_2~~~ygcW-group_1024-group_1555	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
kduD~~~idnO_2~~~ygcW-group_1024-group_2150	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
kduD~~~idnO_2~~~ygcW-group_1024-group_169	5.81E-02	8.69E-01	5.05E-01	-1.83E-01	2.73E-01	5.39E-02	
kduD~~~idnO_2~~~ygcW-group_1024-group_915	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
kduD~~~idnO_2~~~ygcW-group_1024-group_1258	1.29E-02	3.99E-01	7.50E-01	1.03E-01	3.24E-01	2.58E-02	bad-chisq
kduD~~~idnO_2~~~ygcW-group_1024-group_1262	9.03E-02	2.01E-02	2.54E-01	3.14E-01	2.74E-01	9.21E-02	
kduD~~~idnO_2~~~ygcW-group_1024-group_1329	3.87E-02	1.44E-02	5.27E-01	1.42E-01	2.24E-01	5.12E-02	bad-chisq
group_2022-group_1026-group_454	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_454-group_1026-group_234	1.23E-01	2.91E-05	6.06E-01	1.01E-01	1.96E-01	4.18E-02	
group_2000-group_1026-group_234	1.94E-02	7.20E-01	4.61E-01	-2.14E-01	2.89E-01	5.97E-02	bad-chisq
mccF-hisZ-group_1047	1.94E-01	1.69E-03	8.70E-01	-2.44E-02	1.49E-01	1.33E-02	
group_558-hisZ-group_1047	6.97E-01	4.38E-08	9.75E-02	-3.19E-01	1.91E-01	1.34E-01	
group_465-group_1029-group_1692	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_465-group_1029-group_1168	4.52E-01	7.53E-01	8.77E-02	1.24E-01	7.23E-02	1.38E-01	
group_465-group_1029-group_1205	3.23E-02	8.11E-01	8.90E-02	-3.68E-01	2.15E-01	1.37E-01	bad-chisq
group_476-group_1031-group_609	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_609-group_1031-group_1028	7.10E-02	6.12E-01	8.80E-01	1.72E-02	1.13E-01	1.23E-02	
group_940-group_1031-group_1028	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_495-group_1032-group_1579	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_495-group_1032-group_1522	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_495-group_1032-group_1617	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_495-group_1032-group_1623	2.58E-02	9.82E-01	6.09E-01	1.33E-01	2.59E-01	4.14E-02	bad-chisq
group_495-group_1032-group_415	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_495-group_1032-group_595	1.29E-02	4.17E-01	3.44E-01	-2.70E-01	2.85E-01	7.66E-02	bad-chisq
group_495-group_1032-group_1639	5.03E-01	3.27E-05	4.77E-01	-7.25E-02	1.02E-01	5.76E-02	
group_495-group_1032-group_1633	1.94E-02	2.15E-03	6.86E-02	5.83E-01	3.18E-01	1.47E-01	bad-chisq
group_495-group_1032-group_1652	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_495-group_1032-group_782	5.81E-02	8.69E-01	7.75E-01	8.04E-02	2.80E-01	2.32E-02	
group_495-group_1032-group_1169	1.10E-01	4.85E-01	7.05E-01	3.85E-02	1.02E-01	3.06E-02	
group_500-vraD-vraE	2.58E-01	1.78E-06	4.29E-01	1.25E-01	1.57E-01	6.40E-02	
vraE-vraD-msbA_2~~~btuD_1	7.29E-01	8.81E-07	3.94E-01	-1.32E-01	1.54E-01	6.90E-02	
group_516-group_1037-group_2189	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_516-group_1037-group_975	3.23E-02	4.13E-01	8.03E-01	-6.07E-02	2.43E-01	2.02E-02	bad-chisq
group_520-group_1040-group_436	1.03E-01	1.83E-03	1.03E-01	3.77E-01	2.30E-01	1.32E-01	
group_520-group_1040-group_536	5.87E-01	3.04E-06	7.49E-01	-7.63E-02	2.38E-01	2.59E-02	
group_520-group_1040-group_1165	2.71E-01	1.21E-03	6.45E-01	-6.52E-02	1.41E-01	3.73E-02	
mutL-mutS-group_625	1.94E-01	7.63E-03	6.22E-01	8.41E-02	1.70E-01	4.00E-02	
mutL-mutS-argR_1	6.06E-01	6.17E-07	2.30E-01	-2.91E-01	2.41E-01	9.70E-02	
group_625-mutS-group_1461	3.87E-02	6.48E-01	2.67E-01	-2.14E-01	1.93E-01	8.96E-02	bad-chisq
group_625-mutS-group_626	2.58E-02	2.30E-01	7.64E-01	9.24E-02	3.08E-01	2.43E-02	bad-chisq
argR_1-mutS-group_626	7.74E-02	2.31E-05	5.53E-01	1.57E-01	2.64E-01	4.80E-02	
dinD-group_1044-mutL	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
mutL-group_1044-group_1198	9.68E-02	7.75E-04	7.77E-01	-5.09E-02	1.79E-01	2.29E-02	
mutL-group_1044-group_1550	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
mutL-group_1044-group_1408	3.23E-02	6.08E-02	6.39E-01	9.47E-02	2.02E-01	3.80E-02	bad-chisq
group_553-group_1045-group_580	6.32E-01	1.88E-03	3.91E-02	4.02E-01	1.93E-01	1.66E-01	
group_553-group_1045-group_1057	1.35E-01	1.20E-01	8.59E-01	3.73E-02	2.10E-01	1.43E-02	
group_554-group_1047-hisZ	8.71E-01	7.73E-05	3.92E-01	-1.34E-01	1.56E-01	6.92E-02	
group_554-group_1047-group_1331	3.23E-02	6.65E-05	6.10E-01	1.10E-01	2.15E-01	4.13E-02	bad-chisq
hisZ-group_1047-ybjI	2.58E-02	2.30E-01	7.71E-01	7.81E-02	2.68E-01	2.35E-02	bad-chisq
group_385-group_1051-group_1017	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_385-group_1051-group_310	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_385-group_1051-group_534	4.52E-02	7.99E-01	7.04E-01	1.11E-01	2.91E-01	3.07E-02	bad-chisq
group_198-group_1051-group_794	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_198-group_1051-group_1017	8.39E-02	5.84E-01	1.95E-02	-4.56E-01	1.93E-01	1.87E-01	
group_559-group_1051-group_1017	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1017-group_1051-group_310	5.81E-02	8.69E-01	8.35E-01	-4.25E-02	2.04E-01	1.69E-02	
group_1017-group_1051-group_534	6.45E-02	6.77E-01	7.96E-01	4.93E-02	1.90E-01	2.09E-02	
group_310-group_1051-group_534	5.16E-02	9.74E-01	9.40E-01	-1.92E-02	2.53E-01	6.14E-03	
group_562-group_1050-group_857	6.45E-02	9.64E-09	4.35E-02	6.43E-01	3.16E-01	1.62E-01	bad-chisq
group_857-group_1050-group_457	7.74E-02	5.10E-01	7.22E-01	-8.08E-02	2.27E-01	2.88E-02	
group_457-group_1050-group_1747	4.52E-02	2.48E-01	8.88E-01	-2.86E-02	2.03E-01	1.14E-02	bad-chisq
group_1747-group_1050-group_2160	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
slo-group_1053-group_1964	7.29E-01	6.91E-06	3.08E-01	-1.96E-01	1.91E-01	8.25E-02	
slo-group_1053-group_1175	2.13E-01	3.09E-04	9.39E-01	1.24E-02	1.61E-01	6.24E-03	
group_553-group_1057-group_585	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_585-group_1057-group_1045	1.35E-01	1.20E-01	8.59E-01	3.73E-02	2.10E-01	1.43E-02	
group_585-group_1057-group_580	8.00E-01	1.12E-01	8.46E-01	3.37E-02	1.73E-01	1.58E-02	
group_585-group_1057-group_1823	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_2192-group_1058-group_588	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_592-copY-group_1109	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_592-copY-group_635	1.94E-01	7.63E-03	6.30E-01	-8.30E-02	1.72E-01	3.90E-02	
group_592-copY-group_1069	7.94E-01	1.74E-02	4.04E-01	1.38E-01	1.64E-01	6.75E-02	
group_1941-group_1059-group_825	7.10E-02	2.17E-01	3.43E-01	-2.46E-01	2.58E-01	7.67E-02	bad-chisq
group_1941-group_1059-group_827	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_825-group_1059-group_1171	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_827-group_1059-group_1171	9.03E-02	2.39E-08	7.87E-02	3.53E-01	1.99E-01	1.42E-01	
group_600-group_1060-group_957	1.94E-02	8.66E-02	6.06E-02	4.65E-01	2.46E-01	1.51E-01	bad-chisq
group_600-group_1060-group_953	5.16E-02	8.53E-02	1.12E-03	4.95E-01	1.49E-01	2.59E-01	bad-chisq
group_600-group_1060-group_58	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_600-group_1061-group_1832	2.58E-02	9.82E-01	4.32E-01	1.90E-01	2.41E-01	6.35E-02	bad-chisq
group_600-group_1061-group_1206	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_600-group_1061-group_1285	3.23E-02	1.95E-01	4.41E-01	-1.33E-01	1.72E-01	6.23E-02	bad-chisq
group_1832-group_1061-group_51	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1832-group_1061-group_1173	2.58E-02	2.30E-01	1.35E-01	3.02E-01	2.01E-01	1.21E-01	bad-chisq
group_51-group_1061-group_1173	1.29E-02	4.17E-01	2.47E-02	-7.70E-01	3.39E-01	1.80E-01	bad-chisq
group_1173-group_1061-group_1238	1.29E-02	4.17E-01	7.08E-01	-9.22E-02	2.46E-01	3.03E-02	bad-chisq
group_1173-group_1061-group_1285	1.74E-01	2.30E-02	1.34E-01	-1.31E-01	8.68E-02	1.21E-01	
group_617-group_1066-group_908	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_617-group_1066-group_1271	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1629-group_1069-rbfA	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
rbfA-group_1069-copY	7.94E-01	1.74E-02	4.04E-01	1.38E-01	1.64E-01	6.75E-02	
group_637-group_1077-group_1985	9.29E-01	9.40E-02	4.44E-01	-1.75E-01	2.27E-01	6.20E-02	
group_637-group_1077-group_2181	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_637-topA-dprA	9.48E-01	6.53E-04	4.09E-02	-4.81E-01	2.33E-01	1.64E-01	
dprA-topA-trmFO	4.52E-02	3.15E-03	7.35E-02	4.89E-01	2.71E-01	1.44E-01	bad-chisq
group_648-group_1078-deoD_2	1.29E-02	4.17E-01	2.47E-01	-3.96E-01	3.41E-01	9.35E-02	bad-chisq
group_648-group_1078-group_1093	1.94E-02	3.19E-01	7.45E-02	-4.31E-01	2.40E-01	1.44E-01	bad-chisq
group_662-group_1083-group_1179	4.52E-02	1.23E-01	1.34E-02	-4.64E-01	1.85E-01	1.98E-01	bad-chisq
group_2068-uvrB_2-group_665	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_665-uvrB_2-group_1448	2.13E-01	1.59E-01	5.14E-01	5.35E-02	8.17E-02	5.28E-02	
group_665-group_1082-group_1022	2.58E-02	9.82E-01	6.58E-01	-1.00E-01	2.26E-01	3.58E-02	bad-chisq
group_665-group_1082-group_1655	2.06E-01	7.61E-02	9.32E-01	6.91E-03	8.11E-02	6.88E-03	
garK-group_1758-group_672	2.65E-01	2.54E-05	6.23E-01	9.07E-02	1.84E-01	3.98E-02	
garK-group_1758-group_669	7.35E-01	2.54E-05	6.23E-01	-9.07E-02	1.84E-01	3.98E-02	
group_674-group_1085-group_1988	2.52E-01	8.09E-01	1.46E-01	1.13E-01	7.73E-02	1.17E-01	
group_674-group_1085-group_1293	8.39E-02	1.41E-01	9.72E-02	-2.13E-01	1.27E-01	1.34E-01	bad-chisq
rlmD_1~~~rlmD_2-group_1093-deoD_2	7.10E-01	4.18E-01	1.86E-01	1.89E-01	1.42E-01	1.07E-01	
deoD_2-group_1093-group_1078	1.94E-02	3.19E-01	7.45E-02	-4.31E-01	2.40E-01	1.44E-01	bad-chisq
group_376-group_1095-group_699	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_699-group_1095-group_762	1.42E-01	4.08E-04	3.03E-01	-1.70E-01	1.64E-01	8.33E-02	
pabA-menF-group_1476	2.58E-01	1.73E-01	4.89E-01	-1.27E-01	1.83E-01	5.60E-02	
pabA-menF-QRSL1	5.16E-02	1.03E-02	3.11E-01	2.18E-01	2.15E-01	8.18E-02	bad-chisq
pabA-menF-group_1966	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
pabA-menF-group_1182	6.32E-01	4.56E-07	2.56E-01	-2.49E-01	2.18E-01	9.19E-02	
pabA-group_1096-group_766	9.35E-01	7.00E-03	2.26E-01	-2.33E-01	1.92E-01	9.79E-02	
pabA-group_1096-seq~~~seq_1~~~seq_3~~~seq_2	5.81E-02	2.57E-02	4.22E-01	1.57E-01	1.95E-01	6.50E-02	bad-chisq
rlmH_2~~~rlmH_1~~~rlmH-group_1097-group_383	1.29E-02	4.17E-01	2.47E-02	-7.70E-01	3.39E-01	1.80E-01	bad-chisq
rlmH_2~~~rlmH_1~~~rlmH-group_1097-rplU	1.29E-02	4.17E-01	2.47E-02	-7.70E-01	3.39E-01	1.80E-01	bad-chisq
rlmH_2~~~rlmH_1~~~rlmH-group_1097-group_664	1.55E-01	1.08E-01	8.04E-01	-4.92E-02	1.98E-01	2.01E-02	
group_383-group_1097-rplU	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_994-group_1097-group_218	1.94E-02	2.15E-03	1.08E-01	5.03E-01	3.11E-01	1.30E-01	bad-chisq
group_218-group_1097-group_1161	1.94E-02	8.66E-02	4.03E-03	5.70E-01	1.95E-01	2.30E-01	bad-chisq
group_664-group_1097-group_1161	6.32E-01	4.32E-11	1.05E-06	-5.32E-01	1.05E-01	3.80E-01	
group_610-group_1098-atoE_2~~~atoE_1~~~atoE	8.39E-02	5.81E-02	5.97E-01	1.53E-01	2.88E-01	4.28E-02	
group_711-group_1098-atoE_2~~~atoE_1~~~atoE	3.87E-02	1.44E-02	2.62E-01	3.06E-01	2.73E-01	9.06E-02	bad-chisq
atoE_2~~~atoE_1~~~atoE-group_1098-group_1183	8.19E-01	1.27E-02	5.93E-01	-9.05E-02	1.69E-01	4.33E-02	
atoE_2~~~atoE_1~~~atoE-group_1098-group_1184	5.16E-02	9.74E-01	8.86E-01	-3.16E-02	2.20E-01	1.16E-02	
group_722-group_1099-group_928	6.58E-01	3.92E-04	6.13E-01	-4.42E-02	8.72E-02	4.10E-02	
group_722-group_1099-group_1065	1.29E-02	1.25E-02	2.29E-02	6.93E-01	3.02E-01	1.83E-01	bad-chisq
group_1065-group_1099-group_1854	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_175-group_1104-group_738	9.68E-02	3.92E-09	4.94E-02	4.57E-01	2.31E-01	1.58E-01	
group_738-group_1104-group_1048	7.55E-01	3.95E-07	3.44E-01	-1.41E-01	1.49E-01	7.65E-02	
group_753-prmA-group_1476	9.29E-01	1.09E-07	2.02E-01	-3.62E-01	2.82E-01	1.03E-01	bad-chisq
group_753-prmA-group_530	7.10E-02	1.09E-07	2.02E-01	3.62E-01	2.82E-01	1.03E-01	bad-chisq
group_545-scpA-group_1187	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_1187-scpA-ennX_2~~~ennX~~~arp4~~~ennX_1	2.06E-01	9.65E-04	9.44E-01	-7.86E-03	1.12E-01	5.68E-03	
group_1187-scpA-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1745-ybaK-thiT	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
thiT-ybaK-gpmB	9.74E-01	2.48E-01	2.69E-01	3.89E-01	3.50E-01	8.93E-02	bad-chisq
proA-group_1799-rsmH	1.74E-01	3.22E-07	3.72E-01	1.65E-01	1.84E-01	7.22E-02	
proA-group_1799-group_991	7.61E-01	1.37E-05	9.60E-01	8.80E-03	1.77E-01	4.02E-03	
group_82-group_1108-group_776	2.58E-02	2.30E-01	2.22E-02	5.13E-01	2.22E-01	1.84E-01	bad-chisq
group_776-group_1108-group_308	6.45E-02	2.39E-01	3.30E-01	1.25E-01	1.28E-01	7.87E-02	
group_308-group_1108-group_808	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_308-group_1108-group_1276	3.87E-02	1.55E-01	5.27E-02	-4.86E-01	2.49E-01	1.56E-01	bad-chisq
xerS-group_1120-group_1985	1.29E-02	4.17E-01	7.23E-01	-8.71E-02	2.45E-01	2.87E-02	bad-chisq
group_1985-group_1120-group_548	9.42E-01	2.57E-02	3.54E-01	-1.70E-01	1.82E-01	7.49E-02	bad-chisq
group_871-group_1113-group_1279	1.29E-02	3.99E-01	1.86E-01	3.86E-01	2.91E-01	1.07E-01	bad-chisq
group_1920-group_1113-group_1279	6.00E-01	1.07E-06	2.37E-02	-2.24E-01	9.79E-02	1.82E-01	
group_1227-group_1115-group_1189	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_626-group_1115-group_1189	1.10E-01	4.46E-05	7.19E-01	6.70E-02	1.86E-01	2.92E-02	
group_1461-group_1115-group_1189	6.45E-02	7.31E-01	6.36E-01	-9.93E-02	2.10E-01	3.83E-02	
group_1189-group_1115-group_1190	1.29E-02	3.99E-01	7.21E-01	1.23E-01	3.45E-01	2.89E-02	bad-chisq
group_834-group_1121-group_1228	1.94E-02	3.19E-01	2.66E-01	-2.96E-01	2.65E-01	8.99E-02	bad-chisq
group_834-group_1121-group_1339	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1715-group_1122-group_1917	9.68E-02	4.04E-01	3.09E-02	-4.80E-01	2.20E-01	1.73E-01	
group_1715-group_1122-group_398	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_812-group_1122-group_63	1.10E-01	1.95E-01	7.40E-01	3.19E-02	9.60E-02	2.68E-02	
group_812-group_1122-group_1192	1.94E-02	3.19E-01	1.17E-01	-4.46E-01	2.82E-01	1.27E-01	bad-chisq
group_2193-group_1122-group_63	1.61E-01	1.12E-01	6.84E-01	3.42E-02	8.37E-02	3.30E-02	
group_1723-noc-group_1637	2.58E-02	2.48E-01	7.72E-03	-6.52E-01	2.41E-01	2.13E-01	bad-chisq
group_1723-noc-group_1122	1.94E-02	8.66E-02	3.08E-02	5.04E-01	2.31E-01	1.74E-01	bad-chisq
group_1637-noc-group_1582	2.19E-01	5.04E-02	6.07E-01	-4.30E-02	8.35E-02	4.16E-02	
group_1582-noc-group_1274	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_2155-group_1130-group_1160	5.81E-02	1.52E-01	9.43E-01	1.39E-02	1.93E-01	5.82E-03	bad-chisq
group_1902-group_1130-group_1160	2.58E-02	9.82E-01	1.89E-01	3.51E-01	2.66E-01	1.06E-01	bad-chisq
group_2070-group_1130-group_1160	6.32E-01	4.74E-04	4.26E-01	-7.97E-02	9.99E-02	6.44E-02	
group_241-group_1135-group_856	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_726-group_1135-group_856	1.94E-02	7.20E-01	4.61E-01	-2.14E-01	2.89E-01	5.97E-02	bad-chisq
group_856-group_1135-group_1305	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_863-group_1138-group_881	3.87E-02	6.48E-01	4.90E-02	-3.62E-01	1.83E-01	1.58E-01	bad-chisq
group_871-group_1139-group_1940	7.74E-02	5.10E-01	9.32E-01	-1.65E-02	1.94E-01	6.90E-03	
group_1920-group_1139-group_862	3.23E-02	8.11E-01	8.90E-02	-3.68E-01	2.15E-01	1.37E-01	bad-chisq
